año;organismo;programa;economica;sp;descripcion;presupuesto;liquidacion
2010;1;1100;;;Deuda Pública;434486.54;336917.13
2011;1;1100;;;Deuda Pública;485195.74;443940.33
2012;1;1100;;;Deuda Pública;782517.68;719304.59
2013;1;1100;;;Deuda Pública;792484.35;677851.81
2014;1;1100;;;Deuda Pública;401000;846716.41
2015;1;1100;;;Deuda Pública;378879;440423.56
2016;1;1100;;;Deuda Pública;312561;271787.89
2017;1;1100;;;Deuda Pública;246426;1136692.9
2018;1;1100;;;Deuda Pública;170054.5;145461.48
2019;1;1100;;;Deuda Pública;59020;52139.96
2020;1;1100;;;Deuda Pública;57520;56534.64
2021;1;1100;;;Deuda Pública;64200;60004.21
2022;1;1100;;;Deuda Pública;69533.34;68580.21
2023;1;1100;;;Deuda Pública;125412;108642.49
2024;1;1100;;;Deuda Pública;198604.29;160461.82
2010;1;13200;;;Seguridad y Orden Público;810789.11;569657.24
2011;1;13200;;;Seguridad y Orden Público;795840.53;662162.67
2012;1;13200;;;Seguridad y Orden Público;795509.19;642850.37
2013;1;13200;;;Seguridad y Orden Público;783981.29;645008.15
2014;1;13200;;;Seguridad y Orden Público;791639.39;667530.58
2015;1;13200;;;Seguridad y Orden Público;792695.72;673276.74
2016;1;13200;;;Seguridad y Orden Público;797359.93;656541.76
2017;1;13200;;;Seguridad y Orden Público;790010.29;711495.25
2018;1;13200;;;Seguridad y Orden Público;803968.29;743360.29
2019;1;13200;;;Seguridad y Orden Público;820972.93;694279.82
2020;1;13200;;;Seguridad y Orden Público;894147.83;866749.75
2021;1;13200;;;Seguridad y Orden Público;902066.8;784123.45
2022;1;13200;;;Seguridad y Orden Público;875348.8;856844.98
2023;1;13200;;;Seguridad y Orden Público;862086.97;802446.99
2024;1;13200;;;Seguridad y Orden Público;949369.52;866542.34
2010;1;13300;;;Seguridad del Tráfico y del estacionamiento;14600;8550.41
2011;1;13300;;;Seguridad del Tráfico y del estacionamiento;15600;21570.88
2012;1;13300;;;Seguridad del Tráfico y del estacionamiento;10725;12327.61
2013;1;13300;;;Seguridad del Tráfico y del estacionamiento;14400;10358.08
2014;1;13300;;;Seguridad del Tráfico y del estacionamiento;10440;6747.1
2015;1;13300;;;Seguridad del Tráfico y del estacionamiento;17400;32180.59
2016;1;13300;;;Seguridad del Tráfico y del estacionamiento;30000;6427.78
2017;1;13300;;;Seguridad del Tráfico y del estacionamiento;33600;22430.9
2018;1;13300;;;Seguridad del Tráfico y del estacionamiento;5650;6190.3
2019;1;13300;;;Seguridad del Tráfico y del estacionamiento;5650;90304.89
2020;1;13300;;;Seguridad del Tráfico y del estacionamiento;9750;62137.38
2021;1;13300;;;Seguridad del Tráfico y del estacionamiento;10750;34346.79
2022;1;13300;;;Seguridad del Tráfico y del estacionamiento;10750;33489.23
2023;1;13300;;;Seguridad del Tráfico y del estacionamiento;11650;11167.28
2024;1;13300;;;Seguridad del Tráfico y del estacionamiento;10350;7763.06
2010;1;13500;;;Protección civil;4100;4084.69
2011;1;13500;;;Protección civil;7200;5901.98
2012;1;13500;;;Protección civil;9600;6932.38
2013;1;13500;;;Protección civil;6000;2470.6
2014;1;13500;;;Protección civil;3820;3623.99
2015;1;13500;;;Protección civil;4906;5018.83
2016;1;13500;;;Protección civil;6630;7833.33
2017;1;13500;;;Protección civil;4200;3935.13
2018;1;13500;;;Protección civil;10150;8117.09
2019;1;13500;;;Protección civil;3100;3907.7
2020;1;13500;;;Protección civil;3350;3432.33
2021;1;13500;;;Protección civil;3500;4136.35
2022;1;13500;;;Protección civil;3500;3534.11
2023;1;13500;;;Protección civil;3500;2196.04
2024;1;13500;;;Protección civil;2700;3222.71
2010;1;13600;;;Servicio de extinción de incendios;183998;176844.9
2011;1;13600;;;Servicio de extinción de incendios;183998;176031.84
2012;1;13600;;;Servicio de extinción de incendios;178000;172740.17
2013;1;13600;;;Servicio de extinción de incendios;180000;172700.48
2014;1;13600;;;Servicio de extinción de incendios;100000;171558.92
2015;1;13600;;;Servicio de extinción de incendios;39574;39573.18
2016;1;13600;;;Servicio de extinción de incendios;40000;40010.07
2017;1;13600;;;Servicio de extinción de incendios;40500;40455.14
2018;1;13600;;;Servicio de extinción de incendios;41253.95;41253.91
2019;1;13600;;;Servicio de extinción de incendios;41892.59;41892.59
2020;1;13600;;;Servicio de extinción de incendios;0;0
2021;1;13600;;;Servicio de extinción de incendios;0;0
2022;1;13600;;;Servicio de extinción de incendios;0;0
2023;1;13600;;;Servicio de extinción de incendios;0;0
2024;1;13600;;;Servicio de extinción de incendios;0;0
2010;1;15000;;;Administración General de Vivienda y Urbanismo;239785.37;262548.68
2011;1;15000;;;Administración General de Vivienda y Urbanismo;288896.97;434202.82
2012;1;15000;;;Administración General de Vivienda y Urbanismo;329381.75;388197.46
2013;1;15000;;;Administración General de Vivienda y Urbanismo;381858.86;336341.34
2014;1;15000;;;Administración General de Vivienda y Urbanismo;371297.18;363715.94
2015;1;15000;;;Administración General de Vivienda y Urbanismo;365007.8;324287.84
2016;1;15000;;;Administración General de Vivienda y Urbanismo;371694.45;332473.03
2017;1;15000;;;Administración General de Vivienda y Urbanismo;377454.91;337237.54
2018;1;15000;;;Administración General de Vivienda y Urbanismo;364050.63;360956.73
2019;1;15000;;;Administración General de Vivienda y Urbanismo;428722.65;338134.86
2020;1;15000;;;Administración General de Vivienda y Urbanismo;441389.01;430108.28
2021;1;15000;;;Administración General de Vivienda y Urbanismo;486245.37;437333.8
2022;1;15000;;;Administración General de Vivienda y Urbanismo;472751.48;476097.28
2023;1;15000;;;Administración General de Vivienda y Urbanismo;478698.8;458396.18
2024;1;15000;;;Administración General de Vivienda y Urbanismo;494390.29;462946.93
2010;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;0;0
2011;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;0;0
2012;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;0;0
2013;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;0;0
2014;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;0;0
2015;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;25000;15605.37
2016;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;20000;11918.5
2017;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;20000;18280.68
2018;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;40000;39595.63
2019;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;41000;37145.07
2020;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;20000;9196
2021;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;30000;17865.65
2022;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;28000;55939.27
2023;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;20000;15291.67
2024;1;15100;;;Urbanismo: planeamiento, gestión, ejecución y disciplina urbaníst;14000;12771.55
2010;1;15320;;;Pavimentación de vías públicas.;0;0
2011;1;15320;;;Pavimentación de vías públicas.;0;0
2012;1;15320;;;Pavimentación de vías públicas.;0;0
2013;1;15320;;;Pavimentación de vías públicas.;0;0
2014;1;15320;;;Pavimentación de vías públicas.;0;0
2015;1;15320;;;Pavimentación de vías públicas.;0;21383.36
2016;1;15320;;;Pavimentación de vías públicas.;0;345511.74
2017;1;15320;;;Pavimentación de vías públicas.;0;299072.59
2018;1;15320;;;Pavimentación de vías públicas.;4000;398485.51
2019;1;15320;;;Pavimentación de vías públicas.;0;0
2020;1;15320;;;Pavimentación de vías públicas.;6946.78;16896.61
2021;1;15320;;;Pavimentación de vías públicas.;110000;51502.5
2022;1;15320;;;Pavimentación de vías públicas.;0;114516.59
2023;1;15320;;;Pavimentación de vías públicas.;0;0
2024;1;15320;;;Pavimentación de vías públicas.;0;0
2010;1;15321;;;Vías Públicas: otros gastos;0;0
2011;1;15321;;;Vías Públicas: otros gastos;0;0
2012;1;15321;;;Vías Públicas: otros gastos;0;0
2013;1;15321;;;Vías Públicas: otros gastos;0;0
2014;1;15321;;;Vías Públicas: otros gastos;0;0
2015;1;15321;;;Vías Públicas: otros gastos;20000;12055.67
2016;1;15321;;;Vías Públicas: otros gastos;27865;50971.91
2017;1;15321;;;Vías Públicas: otros gastos;30000;42377.33
2018;1;15321;;;Vías Públicas: otros gastos;33000;63182.19
2019;1;15321;;;Vías Públicas: otros gastos;33000;62818.78
2020;1;15321;;;Vías Públicas: otros gastos;40000;35776.08
2021;1;15321;;;Vías Públicas: otros gastos;95000;303121.06
2022;1;15321;;;Vías Públicas: otros gastos;47000;179796.38
2023;1;15321;;;Vías Públicas: otros gastos;66140.97;227518.71
2024;1;15321;;;Vías Públicas: otros gastos;35000;22974.47
2010;1;15322;;;Pavimentación de vías públicas.;0;0
2011;1;15322;;;Pavimentación de vías públicas.;0;0
2012;1;15322;;;Pavimentación de vías públicas.;0;0
2013;1;15322;;;Pavimentación de vías públicas.;0;0
2014;1;15322;;;Pavimentación de vías públicas.;0;0
2015;1;15322;;;Pavimentación de vías públicas.;0;59283.87
2016;1;15322;;;Pavimentación de vías públicas.;0;0
2017;1;15322;;;Pavimentación de vías públicas.;0;0
2018;1;15322;;;Pavimentación de vías públicas.;0;0
2019;1;15322;;;Pavimentación de vías públicas.;0;0
2020;1;15322;;;Pavimentación de vías públicas.;0;0
2021;1;15322;;;Pavimentación de vías públicas.;0;0
2022;1;15322;;;Pavimentación de vías públicas.;0;0
2023;1;15322;;;Pavimentación de vías públicas.;0;0
2024;1;15322;;;Pavimentación de vías públicas.;0;0
2010;1;15323;;;Pavimentación de vías públicas.;0;0
2011;1;15323;;;Pavimentación de vías públicas.;0;0
2012;1;15323;;;Pavimentación de vías públicas.;0;0
2013;1;15323;;;Pavimentación de vías públicas.;0;0
2014;1;15323;;;Pavimentación de vías públicas.;0;0
2015;1;15323;;;Pavimentación de vías públicas.;0;70537.94
2016;1;15323;;;Pavimentación de vías públicas.;0;0
2017;1;15323;;;Pavimentación de vías públicas.;0;0
2018;1;15323;;;Pavimentación de vías públicas.;0;0
2019;1;15323;;;Pavimentación de vías públicas.;0;0
2020;1;15323;;;Pavimentación de vías públicas.;0;0
2021;1;15323;;;Pavimentación de vías públicas.;0;0
2022;1;15323;;;Pavimentación de vías públicas.;0;0
2023;1;15323;;;Pavimentación de vías públicas.;0;0
2024;1;15323;;;Pavimentación de vías públicas.;0;0
2010;1;15500;;1;Vías Públicas;200685;315507.18
2011;1;15500;;1;Vías Públicas;221685;239349.75
2012;1;15500;;1;Vías Públicas;46000;27115.25
2013;1;15500;;1;Vías Públicas;36000;166382.5
2014;1;15500;;1;Vías Públicas;121000;23217.3
2015;1;15500;;1;Vías Públicas;0;0
2016;1;15500;;1;Vías Públicas;0;0
2017;1;15500;;1;Vías Públicas;0;0
2018;1;15500;;1;Vías Públicas;0;0
2019;1;15500;;1;Vías Públicas;0;0
2020;1;15500;;1;Vías Públicas;0;0
2021;1;15500;;1;Vías Públicas;0;0
2022;1;15500;;1;Vías Públicas;0;0
2023;1;15500;;1;Vías Públicas;0;0
2024;1;15500;;1;Vías Públicas;0;0
2010;1;16000;;1;Alcantarillado.;0;0
2011;1;16000;;1;Alcantarillado.;0;0
2012;1;16000;;1;Alcantarillado.;0;0
2013;1;16000;;1;Alcantarillado.;0;0
2014;1;16000;;1;Alcantarillado.;0;0
2015;1;16000;;1;Alcantarillado.;29600;38018.09
2016;1;16000;;1;Alcantarillado.;22100;19396.92
2017;1;16000;;1;Alcantarillado.;22100;26496.86
2018;1;16000;;1;Alcantarillado.;27200;32740.29
2019;1;16000;;1;Alcantarillado.;31200;25797.25
2020;1;16000;;1;Alcantarillado.;38435.19;28097.01
2021;1;16000;;1;Alcantarillado.;42200;75950.89
2022;1;16000;;1;Alcantarillado.;42200;56588.79
2023;1;16000;;1;Alcantarillado.;38200;44453.87
2024;1;16000;;1;Alcantarillado.;36730;67661.57
2010;1;16010;;;Depuración de aguas;330000;326200
2011;1;16010;;;Depuración de aguas;330000;330400
2012;1;16010;;;Depuración de aguas;330000;82600
2013;1;16010;;;Depuración de aguas;360000;527318.28
2014;1;16010;;;Depuración de aguas;300000;329403.18
2015;1;16010;;;Depuración de aguas;307000;22642.6
2016;1;16010;;;Depuración de aguas;388310;19052.11
2017;1;16010;;;Depuración de aguas;389310;19052.11
2018;1;16010;;;Depuración de aguas;389310;1116512.65
2019;1;16010;;;Depuración de aguas;430000;841328.28
2020;1;16010;;;Depuración de aguas;430000;412528.93
2021;1;16010;;;Depuración de aguas;390000;352205.48
2022;1;16010;;;Depuración de aguas;370000;428072.77
2023;1;16010;;;Depuración de aguas;420000;411749.52
2024;1;16010;;;Depuración de aguas;350000;424439.16
2010;1;16100;;1;Abastecimiento domiciliario de agua potable.;0;0
2011;1;16100;;1;Abastecimiento domiciliario de agua potable.;0;0
2012;1;16100;;1;Abastecimiento domiciliario de agua potable.;0;0
2013;1;16100;;1;Abastecimiento domiciliario de agua potable.;0;0
2014;1;16100;;1;Abastecimiento domiciliario de agua potable.;0;0
2015;1;16100;;1;Abastecimiento domiciliario de agua potable.;508000;745156.54
2016;1;16100;;1;Abastecimiento domiciliario de agua potable.;780500;749662.5
2017;1;16100;;1;Abastecimiento domiciliario de agua potable.;736000;735067.88
2018;1;16100;;1;Abastecimiento domiciliario de agua potable.;746300;751797.89
2019;1;16100;;1;Abastecimiento domiciliario de agua potable.;736300;803575.82
2020;1;16100;;1;Abastecimiento domiciliario de agua potable.;736300;795887.32
2021;1;16100;;1;Abastecimiento domiciliario de agua potable.;786300;834743.17
2022;1;16100;;1;Abastecimiento domiciliario de agua potable.;838300;860391.07
2023;1;16100;;1;Abastecimiento domiciliario de agua potable.;847300;901015.65
2024;1;16100;;1;Abastecimiento domiciliario de agua potable.;844500;946437.36
2010;1;16101;;;Abastecimiento y distribución de aguas;810000;761527
2011;1;16101;;;Abastecimiento y distribución de aguas;865000;897922.59
2012;1;16101;;;Abastecimiento y distribución de aguas;917000;983927.03
2013;1;16101;;;Abastecimiento y distribución de aguas;948500;754940.15
2014;1;16101;;;Abastecimiento y distribución de aguas;758100;806009.71
2015;1;16101;;;Abastecimiento y distribución de aguas;0;81971.59
2016;1;16101;;;Abastecimiento y distribución de aguas;0;0
2017;1;16101;;;Abastecimiento y distribución de aguas;0;0
2018;1;16101;;;Abastecimiento y distribución de aguas;0;0
2019;1;16101;;;Abastecimiento y distribución de aguas;0;0
2020;1;16101;;;Abastecimiento y distribución de aguas;0;0
2021;1;16101;;;Abastecimiento y distribución de aguas;0;0
2022;1;16101;;;Abastecimiento y distribución de aguas;0;0
2023;1;16101;;;Abastecimiento y distribución de aguas;0;0
2024;1;16101;;;Abastecimiento y distribución de aguas;0;0
2010;1;16102;;;Saneamiento de aguas;77200;193001.04
2011;1;16102;;;Saneamiento de aguas;53000;40671.49
2012;1;16102;;;Saneamiento de aguas;48706;24019.49
2013;1;16102;;;Saneamiento de aguas;48906;245222.12
2014;1;16102;;;Saneamiento de aguas;26000;29109.18
2015;1;16102;;;Saneamiento de aguas;0;0
2016;1;16102;;;Saneamiento de aguas;0;0
2017;1;16102;;;Saneamiento de aguas;0;0
2018;1;16102;;;Saneamiento de aguas;0;0
2019;1;16102;;;Saneamiento de aguas;0;0
2020;1;16102;;;Saneamiento de aguas;0;0
2021;1;16102;;;Saneamiento de aguas;0;0
2022;1;16102;;;Saneamiento de aguas;0;0
2023;1;16102;;;Saneamiento de aguas;0;0
2024;1;16102;;;Saneamiento de aguas;0;0
2010;1;16210;;1;Recogida de residuos.;578316.64;433756.35
2011;1;16210;;1;Recogida de residuos.;494000;496217.75
2012;1;16210;;1;Recogida de residuos.;513000;517290.88
2013;1;16210;;1;Recogida de residuos.;533320;528424.74
2014;1;16210;;1;Recogida de residuos.;553060;534989.43
2015;1;16210;;1;Recogida de residuos.;540910;548501.5
2016;1;16210;;1;Recogida de residuos.;556000;276868.54
2017;1;16210;;1;Recogida de residuos.;557392.11;552534.51
2018;1;16210;;1;Recogida de residuos.;573700;535466.55
2019;1;16210;;1;Recogida de residuos.;532700;531268.77
2020;1;16210;;1;Recogida de residuos.;561437.02;562258.46
2021;1;16210;;1;Recogida de residuos.;576700;571992.09
2022;1;16210;;1;Recogida de residuos.;640700;611741.56
2023;1;16210;;1;Recogida de residuos.;689080.98;657039.81
2024;1;16210;;1;Recogida de residuos.;882325.99;816524.31
2010;1;16300;;;Limpieza viaria;192750.33;44746.3
2011;1;16300;;;Limpieza viaria;129065.74;47806.56
2012;1;16300;;;Limpieza viaria;99436.18;40658.33
2013;1;16300;;;Limpieza viaria;94436.18;34494.49
2014;1;16300;;;Limpieza viaria;94436.18;43351
2015;1;16300;;;Limpieza viaria;134985.9;87429.82
2016;1;16300;;;Limpieza viaria;95408.92;93018.68
2017;1;16300;;;Limpieza viaria;130759.71;103846.09
2018;1;16300;;;Limpieza viaria;104474.57;108214.78
2019;1;16300;;;Limpieza viaria;169075.29;144806.66
2020;1;16300;;;Limpieza viaria;165032.9;183988.86
2021;1;16300;;;Limpieza viaria;163564.17;147493.85
2022;1;16300;;;Limpieza viaria;165231.9;118152.16
2023;1;16300;;;Limpieza viaria;175970.15;189071.24
2024;1;16300;;;Limpieza viaria;197253.91;181447.05
2010;1;16400;;;Cementerio y servicios funerarios;98977.62;77363.37
2011;1;16400;;;Cementerio y servicios funerarios;99794.02;99553.44
2012;1;16400;;;Cementerio y servicios funerarios;105455.07;77094.99
2013;1;16400;;;Cementerio y servicios funerarios;105051.79;103109.94
2014;1;16400;;;Cementerio y servicios funerarios;105264.59;95964.61
2015;1;16400;;;Cementerio y servicios funerarios;88152.28;82893.03
2016;1;16400;;;Cementerio y servicios funerarios;92873.47;79992.19
2017;1;16400;;;Cementerio y servicios funerarios;92923.72;94312.93
2018;1;16400;;;Cementerio y servicios funerarios;92218.35;89344
2019;1;16400;;;Cementerio y servicios funerarios;101016.43;155521.77
2020;1;16400;;;Cementerio y servicios funerarios;113475.45;170927.43
2021;1;16400;;;Cementerio y servicios funerarios;117769.31;96528.73
2022;1;16400;;;Cementerio y servicios funerarios;162737.69;155136.72
2023;1;16400;;;Cementerio y servicios funerarios;165080.44;117589.2
2024;1;16400;;;Cementerio y servicios funerarios;127754.06;200624.35
2010;1;16500;;;Alumbrado público;401800;732617.15
2011;1;16500;;;Alumbrado público;389447.2;394506.68
2012;1;16500;;;Alumbrado público;395500;350541.07
2013;1;16500;;;Alumbrado público;310000;295627.96
2014;1;16500;;;Alumbrado público;320000;316634.92
2015;1;16500;;;Alumbrado público;300000;369535.87
2016;1;16500;;;Alumbrado público;300000;322067.52
2017;1;16500;;;Alumbrado público;340000;350327.89
2018;1;16500;;;Alumbrado público;359447.03;354648.12
2019;1;16500;;;Alumbrado público;346000;345886.85
2020;1;16500;;;Alumbrado público;411000;451565.64
2021;1;16500;;;Alumbrado público;322000;768188.22
2022;1;16500;;;Alumbrado público;377000;512330.78
2023;1;16500;;;Alumbrado público;427000;402359.67
2024;1;16500;;;Alumbrado público;309651;280629.77
2010;1;17000;;;Administración general del medio ambiente;290239.78;236694.25
2011;1;17000;;;Administración general del medio ambiente;156057.68;147728.66
2012;1;17000;;;Administración general del medio ambiente;161708.55;132148.32
2013;1;17000;;;Administración general del medio ambiente;162100.47;139958.86
2014;1;17000;;;Administración general del medio ambiente;161713.91;139783.67
2015;1;17000;;;Administración general del medio ambiente;207425.54;201376.75
2016;1;17000;;;Administración general del medio ambiente;226151.6;215260.65
2017;1;17000;;;Administración general del medio ambiente;0;0
2018;1;17000;;;Administración general del medio ambiente;0;0
2019;1;17000;;;Administración general del medio ambiente;0;0
2020;1;17000;;;Administración general del medio ambiente;264715.09;0
2021;1;17000;;;Administración general del medio ambiente;0;0
2022;1;17000;;;Administración general del medio ambiente;0;0
2023;1;17000;;;Administración general del medio ambiente;0;0
2024;1;17000;;;Administración general del medio ambiente;0;0
2010;1;17100;;1;Parques y jardines;0;0
2011;1;17100;;1;Parques y jardines;0;0
2012;1;17100;;1;Parques y jardines;0;0
2013;1;17100;;1;Parques y jardines;0;0
2014;1;17100;;1;Parques y jardines;0;331.06
2015;1;17100;;1;Parques y jardines;0;99989.06
2016;1;17100;;1;Parques y jardines;0;0
2017;1;17100;;1;Parques y jardines;232159.33;288472.74
2018;1;17100;;1;Parques y jardines;268072.87;251951.37
2019;1;17100;;1;Parques y jardines;248245.56;231323.2
2020;1;17100;;1;Parques y jardines;0;319500.63
2021;1;17100;;1;Parques y jardines;277628.28;217511.77
2022;1;17100;;1;Parques y jardines;274533.54;221430.88
2023;1;17100;;1;Parques y jardines;271179.74;226190.65
2024;1;17100;;1;Parques y jardines;290346.25;204264.47
2010;1;17101;;1;Parques y jardines;0;0
2011;1;17101;;1;Parques y jardines;0;0
2012;1;17101;;1;Parques y jardines;0;0
2013;1;17101;;1;Parques y jardines;0;0
2014;1;17101;;1;Parques y jardines;0;0
2015;1;17101;;1;Parques y jardines;0;14780.15
2016;1;17101;;1;Parques y jardines;0;0
2017;1;17101;;1;Parques y jardines;0;0
2018;1;17101;;1;Parques y jardines;0;0
2019;1;17101;;1;Parques y jardines;0;0
2020;1;17101;;1;Parques y jardines;0;0
2021;1;17101;;1;Parques y jardines;0;0
2022;1;17101;;1;Parques y jardines;0;0
2023;1;17101;;1;Parques y jardines;0;0
2024;1;17101;;1;Parques y jardines;0;0
2010;1;17102;;1;Parques y jardines;0;0
2011;1;17102;;1;Parques y jardines;0;0
2012;1;17102;;1;Parques y jardines;0;0
2013;1;17102;;1;Parques y jardines;0;0
2014;1;17102;;1;Parques y jardines;0;0
2015;1;17102;;1;Parques y jardines;0;142665.63
2016;1;17102;;1;Parques y jardines;0;0
2017;1;17102;;1;Parques y jardines;0;0
2018;1;17102;;1;Parques y jardines;0;0
2019;1;17102;;1;Parques y jardines;0;0
2020;1;17102;;1;Parques y jardines;0;0
2021;1;17102;;1;Parques y jardines;0;0
2022;1;17102;;1;Parques y jardines;0;0
2023;1;17102;;1;Parques y jardines;0;0
2024;1;17102;;1;Parques y jardines;0;0
2010;1;17103;;1;Parques y jardines;0;0
2011;1;17103;;1;Parques y jardines;0;0
2012;1;17103;;1;Parques y jardines;0;0
2013;1;17103;;1;Parques y jardines;0;0
2014;1;17103;;1;Parques y jardines;0;0
2015;1;17103;;1;Parques y jardines;0;24409.33
2016;1;17103;;1;Parques y jardines;0;0
2017;1;17103;;1;Parques y jardines;0;0
2018;1;17103;;1;Parques y jardines;0;0
2019;1;17103;;1;Parques y jardines;0;0
2020;1;17103;;1;Parques y jardines;0;0
2021;1;17103;;1;Parques y jardines;0;0
2022;1;17103;;1;Parques y jardines;0;0
2023;1;17103;;1;Parques y jardines;0;0
2024;1;17103;;1;Parques y jardines;0;0
2010;1;17104;;1;Parques y jardines;0;0
2011;1;17104;;1;Parques y jardines;0;0
2012;1;17104;;1;Parques y jardines;0;0
2013;1;17104;;1;Parques y jardines;0;0
2014;1;17104;;1;Parques y jardines;0;0
2015;1;17104;;1;Parques y jardines;0;16414.11
2016;1;17104;;1;Parques y jardines;0;0
2017;1;17104;;1;Parques y jardines;0;0
2018;1;17104;;1;Parques y jardines;0;0
2019;1;17104;;1;Parques y jardines;0;0
2020;1;17104;;1;Parques y jardines;0;0
2021;1;17104;;1;Parques y jardines;0;0
2022;1;17104;;1;Parques y jardines;0;0
2023;1;17104;;1;Parques y jardines;0;0
2024;1;17104;;1;Parques y jardines;0;0
2010;1;17105;;1;Parques y jardines;0;0
2011;1;17105;;1;Parques y jardines;0;0
2012;1;17105;;1;Parques y jardines;0;0
2013;1;17105;;1;Parques y jardines;0;0
2014;1;17105;;1;Parques y jardines;0;0
2015;1;17105;;1;Parques y jardines;0;14924.41
2016;1;17105;;1;Parques y jardines;0;0
2017;1;17105;;1;Parques y jardines;0;0
2018;1;17105;;1;Parques y jardines;0;0
2019;1;17105;;1;Parques y jardines;0;0
2020;1;17105;;1;Parques y jardines;0;0
2021;1;17105;;1;Parques y jardines;0;0
2022;1;17105;;1;Parques y jardines;0;0
2023;1;17105;;1;Parques y jardines;0;0
2024;1;17105;;1;Parques y jardines;0;0
2010;1;17106;;1;Parques y jardines;0;0
2011;1;17106;;1;Parques y jardines;0;0
2012;1;17106;;1;Parques y jardines;0;0
2013;1;17106;;1;Parques y jardines;0;0
2014;1;17106;;1;Parques y jardines;0;0
2015;1;17106;;1;Parques y jardines;0;0
2016;1;17106;;1;Parques y jardines;0;180952.17
2017;1;17106;;1;Parques y jardines;0;0
2018;1;17106;;1;Parques y jardines;0;0
2019;1;17106;;1;Parques y jardines;0;0
2020;1;17106;;1;Parques y jardines;0;0
2021;1;17106;;1;Parques y jardines;0;0
2022;1;17106;;1;Parques y jardines;0;0
2023;1;17106;;1;Parques y jardines;0;0
2024;1;17106;;1;Parques y jardines;0;0
2010;1;17200;;1;Protección y mejora del medio ambiente;56000;153948.07
2011;1;17200;;1;Protección y mejora del medio ambiente;83500;125056.46
2012;1;17200;;1;Protección y mejora del medio ambiente;69200;47797.04
2013;1;17200;;1;Protección y mejora del medio ambiente;75500;84218.33
2014;1;17200;;1;Protección y mejora del medio ambiente;176960;249667.64
2015;1;17200;;1;Protección y mejora del medio ambiente;0;0
2016;1;17200;;1;Protección y mejora del medio ambiente;0;0
2017;1;17200;;1;Protección y mejora del medio ambiente;0;0
2018;1;17200;;1;Protección y mejora del medio ambiente;0;0
2019;1;17200;;1;Protección y mejora del medio ambiente;0;0
2020;1;17200;;1;Protección y mejora del medio ambiente;0;0
2021;1;17200;;1;Protección y mejora del medio ambiente;0;0
2022;1;17200;;1;Protección y mejora del medio ambiente;0;0
2023;1;17200;;1;Protección y mejora del medio ambiente;0;0
2024;1;17200;;1;Protección y mejora del medio ambiente;0;0
2010;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2011;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2012;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2013;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2014;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2015;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;28580;133980.33
2016;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2017;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2018;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2019;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2020;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2021;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2022;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2023;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2024;1;17210;;1;Protección contra la contaminación acústica, lumínica y atmosféri;0;0
2010;1;21100;;;Pensiones;22500;14039.97
2011;1;21100;;;Pensiones;19000;14717.03
2012;1;21100;;;Pensiones;24100;14120.86
2013;1;21100;;;Pensiones;25600;13254.33
2014;1;21100;;;Pensiones;18500;13376.96
2015;1;21100;;;Pensiones;2100;1991.92
2016;1;21100;;;Pensiones;2100;1996.96
2017;1;21100;;;Pensiones;2100;2002
2018;1;21100;;;Pensiones;2100;1720.2
2019;1;21100;;;Pensiones;2100;869.26
2020;1;21100;;;Pensiones;0;0
2021;1;21100;;;Pensiones;0;0
2022;1;21100;;;Pensiones;0;0
